measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),South East England,Male,All ages,Sense organ diseases,Number,2017,36579.15496,51548.08598,25088.75578
YLDs (Years Lived with Disability),South East England,Female,All ages,Sense organ diseases,Number,2017,36881.12324,51620.50846,25350.73679
YLDs (Years Lived with Disability),South East England,Both,All ages,Sense organ diseases,Number,2017,73460.2782,103811.0432,50358.12182
YLDs (Years Lived with Disability),South East England,Male,All ages,Sense organ diseases,Rate,2017,815.6098578,1149.37393,559.4070326
YLDs (Years Lived with Disability),South East England,Female,All ages,Sense organ diseases,Rate,2017,801.6950577,1122.089103,551.0558954
YLDs (Years Lived with Disability),South East England,Both,All ages,Sense organ diseases,Rate,2017,808.5640022,1142.629386,554.2827433
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Sense organ diseases,Rate,2017,554.3121851,784.691924,379.7129524
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Sense organ diseases,Rate,2017,477.1451448,674.0621127,325.9909538
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Sense organ diseases,Rate,2017,514.7333929,728.8614129,351.5914674
YLDs (Years Lived with Disability),South East England,Male,All ages,Mental disorders,Number,2017,88731.51898,116331.1792,64939.44331
YLDs (Years Lived with Disability),South East England,Female,All ages,Mental disorders,Number,2017,104482.4667,137376.7427,77173.35306
YLDs (Years Lived with Disability),South East England,Both,All ages,Mental disorders,Number,2017,193213.9857,252908.8172,142038.7331
YLDs (Years Lived with Disability),South East England,Male,All ages,Mental disorders,Rate,2017,1978.457448,2593.850423,1447.962649
YLDs (Years Lived with Disability),South East England,Female,All ages,Mental disorders,Rate,2017,2271.163941,2986.195809,1677.538271
YLDs (Years Lived with Disability),South East England,Both,All ages,Mental disorders,Rate,2017,2126.671412,2783.721631,1563.394658
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Mental disorders,Rate,2017,1858.925168,2453.666503,1360.838161
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Mental disorders,Rate,2017,2123.305465,2808.021287,1556.853597
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Mental disorders,Rate,2017,1991.817564,2642.188766,1457.020315
YLDs (Years Lived with Disability),West Sussex,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2017,55.19856578,91.78218779,28.82875567
YLDs (Years Lived with Disability),West Sussex,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2017,89.4795928,142.6727799,53.99299527
YLDs (Years Lived with Disability),West Sussex,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2017,144.6781586,226.8106407,87.46666937
YLDs (Years Lived with Disability),West Sussex,Male,All ages,HIV/AIDS and sexually transmitted infections,Rate,2017,13.40313593,22.28625185,7.000104539
YLDs (Years Lived with Disability),West Sussex,Female,All ages,HIV/AIDS and sexually transmitted infections,Rate,2017,20.65195833,32.92898651,12.46162452
YLDs (Years Lived with Disability),West Sussex,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2017,17.11950076,26.8380865,10.34977033
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2017,10.75827129,17.56974769,5.747437086
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2017,19.78222008,31.0895541,12.00623121
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2017,15.31065066,23.73550026,9.348876618
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Respiratory infections and tuberculosis,Number,2017,472.4790659,729.6392034,292.6200528
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Respiratory infections and tuberculosis,Number,2017,459.7634281,709.8779751,286.2241796
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Respiratory infections and tuberculosis,Number,2017,932.242494,1437.953993,578.9025863
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Respiratory infections and tuberculosis,Rate,2017,114.7258276,177.1686145,71.05304798
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Respiratory infections and tuberculosis,Rate,2017,106.1137502,163.8403786,66.06075916
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Respiratory infections and tuberculosis,Rate,2017,110.310542,170.1504547,68.50047969
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Respiratory infections and tuberculosis,Rate,2017,124.5444351,191.2220399,76.35611854
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Respiratory infections and tuberculosis,Rate,2017,120.2994616,188.475404,73.74426122
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Respiratory infections and tuberculosis,Rate,2017,122.3391563,191.3411985,75.29578343
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Enteric infections,Number,2017,247.4743949,348.0827771,171.2857951
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Enteric infections,Number,2017,257.9467424,358.2452268,176.7996107
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Enteric infections,Number,2017,505.4211373,704.6626401,349.8755252
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Enteric infections,Rate,2017,60.09092639,84.52032601,41.59105879
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Enteric infections,Rate,2017,59.53430506,82.68327182,40.80548511
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Enteric infections,Rate,2017,59.80555481,83.38143587,41.40012824
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Enteric infections,Rate,2017,62.20559462,89.73983837,41.79915747
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Enteric infections,Rate,2017,55.51490656,79.65062652,37.28778607
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Enteric infections,Rate,2017,58.96169031,84.07099851,39.56354453
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Other infectious diseases,Number,2017,70.77099388,101.9588817,47.33987031
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Other infectious diseases,Number,2017,83.2740653,119.9481712,55.3875379
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Other infectious diseases,Number,2017,154.0450592,220.7636371,104.1319407
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Other infectious diseases,Rate,2017,17.18438219,24.75732351,11.49491309
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Other infectious diseases,Rate,2017,19.21971784,27.68412947,12.78348603
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Other infectious diseases,Rate,2017,18.2278689,26.12255568,12.32174127
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Other infectious diseases,Rate,2017,17.55255652,25.65994484,11.531096
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Other infectious diseases,Rate,2017,19.98304201,29.47994006,13.16478915
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Other infectious diseases,Rate,2017,18.76698317,27.05303388,12.56154863
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Maternal and neonatal disorders,Number,2017,525.0092834,686.3982251,398.6072102
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Maternal and neonatal disorders,Number,2017,699.2252137,896.2146103,534.7374741
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Maternal and neonatal disorders,Number,2017,1224.234497,1573.203144,933.0644552
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Maternal and neonatal disorders,Rate,2017,127.4810439,166.668981,96.78850426
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Maternal and neonatal disorders,Rate,2017,161.3817131,206.8470162,123.4178172
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Maternal and neonatal disorders,Rate,2017,144.8614193,186.1542384,110.4078031
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Maternal and neonatal disorders,Rate,2017,146.4643785,192.3049025,110.6611654
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Maternal and neonatal disorders,Rate,2017,189.5809402,243.6023532,144.8080687
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Maternal and neonatal disorders,Rate,2017,168.0251918,217.6904523,127.0900867
YLDs (Years Lived with Disability),South East England,Male,All ages,Substance use disorders,Number,2017,39110.30729,52565.85357,27351.22547
YLDs (Years Lived with Disability),South East England,Female,All ages,Substance use disorders,Number,2017,15726.62352,20588.10174,11180.26066
YLDs (Years Lived with Disability),South East England,Both,All ages,Substance use disorders,Number,2017,54836.93081,73205.89535,38628.83616
YLDs (Years Lived with Disability),South East England,Male,All ages,Substance use disorders,Rate,2017,872.0472686,1172.067217,609.853594
YLDs (Years Lived with Disability),South East England,Female,All ages,Substance use disorders,Rate,2017,341.8539145,447.5291955,243.0283822
YLDs (Years Lived with Disability),South East England,Both,All ages,Substance use disorders,Rate,2017,603.5801842,805.7640561,425.1806164
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Substance use disorders,Rate,2017,878.4109008,1180.601244,611.957363
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Substance use disorders,Rate,2017,357.4739504,473.7236199,251.0562148
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Substance use disorders,Rate,2017,617.855609,823.7583964,430.0640221
YLDs (Years Lived with Disability),South East England,Male,All ages,Diabetes and kidney diseases,Number,2017,46434.44034,62689.5067,32365.64606
YLDs (Years Lived with Disability),South East England,Female,All ages,Diabetes and kidney diseases,Number,2017,38863.53522,52880.02609,27110.80289
YLDs (Years Lived with Disability),South East England,Both,All ages,Diabetes and kidney diseases,Number,2017,85297.97556,115438.9243,59614.26765
YLDs (Years Lived with Disability),South East England,Male,All ages,Diabetes and kidney diseases,Rate,2017,1035.354352,1397.79554,721.6607386
YLDs (Years Lived with Disability),South East England,Female,All ages,Diabetes and kidney diseases,Rate,2017,844.7872887,1149.467582,589.3149334
YLDs (Years Lived with Disability),South East England,Both,All ages,Diabetes and kidney diseases,Rate,2017,938.859397,1270.615371,656.1634671
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Diabetes and kidney diseases,Rate,2017,697.7453531,945.2261521,486.3357373
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Diabetes and kidney diseases,Rate,2017,538.9235296,731.6690255,372.2321033
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Diabetes and kidney diseases,Rate,2017,615.0662375,832.9029553,427.2723376
YLDs (Years Lived with Disability),South East England,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2017,696.9997894,1143.715765,358.7354972
YLDs (Years Lived with Disability),South East England,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2017,935.5513931,1508.668378,569.6171237
YLDs (Years Lived with Disability),South East England,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2017,1632.551182,2576.92544,973.3781848
YLDs (Years Lived with Disability),South East England,Male,All ages,HIV/AIDS and sexually transmitted infections,Rate,2017,15.5410889,25.50156923,7.998768923
YLDs (Years Lived with Disability),South East England,Female,All ages,HIV/AIDS and sexually transmitted infections,Rate,2017,20.33633637,32.79433693,12.38192313
YLDs (Years Lived with Disability),South East England,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2017,17.96919574,28.36375247,10.71379772
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2017,12.66122588,20.66048589,6.712928041
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2017,19.03050144,30.22821844,11.6572801
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2017,15.8267816,24.58578049,9.463854421
YLDs (Years Lived with Disability),South East England,Male,All ages,Respiratory infections and tuberculosis,Number,2017,5169.73971,7961.14737,3202.085169
YLDs (Years Lived with Disability),South East England,Female,All ages,Respiratory infections and tuberculosis,Number,2017,4990.403156,7714.323223,3065.140471
YLDs (Years Lived with Disability),South East England,Both,All ages,Respiratory infections and tuberculosis,Number,2017,10160.14287,15638.62684,6269.521849
YLDs (Years Lived with Disability),South East England,Male,All ages,Respiratory infections and tuberculosis,Rate,2017,115.2703138,177.5106692,71.39728167
YLDs (Years Lived with Disability),South East England,Female,All ages,Respiratory infections and tuberculosis,Rate,2017,108.4777576,167.6883527,66.6277963
YLDs (Years Lived with Disability),South East England,Both,All ages,Respiratory infections and tuberculosis,Rate,2017,111.8308558,172.1315385,69.0074936
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Respiratory infections and tuberculosis,Rate,2017,124.3126091,191.4170105,75.99348396
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Respiratory infections and tuberculosis,Rate,2017,120.2160738,185.8193329,72.93287688
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Respiratory infections and tuberculosis,Rate,2017,122.1969586,188.4487674,74.27357458
YLDs (Years Lived with Disability),South East England,Male,All ages,Enteric infections,Number,2017,2586.270745,3601.788266,1790.379258
YLDs (Years Lived with Disability),South East England,Female,All ages,Enteric infections,Number,2017,2612.731986,3589.463051,1821.688761
YLDs (Years Lived with Disability),South East England,Both,All ages,Enteric infections,Number,2017,5199.002731,7193.970182,3600.623844
YLDs (Years Lived with Disability),South East England,Male,All ages,Enteric infections,Rate,2017,57.66639271,80.30951013,39.92030363
YLDs (Years Lived with Disability),South East England,Female,All ages,Enteric infections,Rate,2017,56.79366939,78.02513955,39.59854657
YLDs (Years Lived with Disability),South East England,Both,All ages,Enteric infections,Rate,2017,57.2244832,79.18272929,39.63141575
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Enteric infections,Rate,2017,61.81670012,87.59396927,42.08945898
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Enteric infections,Rate,2017,55.30942686,78.49058293,37.72437818
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Enteric infections,Rate,2017,58.65962266,83.30682168,40.00892782
YLDs (Years Lived with Disability),South East England,Male,All ages,Other infectious diseases,Number,2017,765.5553607,1110.213179,523.4365813
YLDs (Years Lived with Disability),South East England,Female,All ages,Other infectious diseases,Number,2017,920.6401548,1294.887978,628.3970003
YLDs (Years Lived with Disability),South East England,Both,All ages,Other infectious diseases,Number,2017,1686.195515,2400.642163,1171.509842
YLDs (Years Lived with Disability),South East England,Male,All ages,Other infectious diseases,Rate,2017,17.06968079,24.75455801,11.67112898
YLDs (Years Lived with Disability),South East England,Female,All ages,Other infectious diseases,Rate,2017,20.01220671,28.14733394,13.65963737
YLDs (Years Lived with Disability),South East England,Both,All ages,Other infectious diseases,Rate,2017,18.55964921,26.42343431,12.89459705
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Other infectious diseases,Rate,2017,17.30056808,24.87329062,11.72724963
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Other infectious diseases,Rate,2017,20.60794062,29.62739722,13.79932122
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Other infectious diseases,Rate,2017,18.94209208,27.10760183,13.02987477
YLDs (Years Lived with Disability),South East England,Male,All ages,Maternal and neonatal disorders,Number,2017,6242.134395,7766.980086,4884.429135
YLDs (Years Lived with Disability),South East England,Female,All ages,Maternal and neonatal disorders,Number,2017,7250.965372,8894.727025,5694.89837
YLDs (Years Lived with Disability),South East England,Both,All ages,Maternal and neonatal disorders,Number,2017,13493.09977,16642.90778,10617.93129
YLDs (Years Lived with Disability),South East England,Male,All ages,Maternal and neonatal disorders,Rate,2017,139.1816282,173.1812977,108.9087093
YLDs (Years Lived with Disability),South East England,Female,All ages,Maternal and neonatal disorders,Rate,2017,157.6162164,193.3471128,123.7915626
YLDs (Years Lived with Disability),South East England,Both,All ages,Maternal and neonatal disorders,Rate,2017,148.5161099,183.1854773,116.8696502
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Maternal and neonatal disorders,Rate,2017,154.9872796,193.1908287,121.3989051
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Maternal and neonatal disorders,Rate,2017,177.9515294,218.1266334,139.6043473
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Maternal and neonatal disorders,Rate,2017,166.4665877,205.5937702,130.7031108
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Cardiovascular diseases,Number,2017,2359.870557,3117.710753,1675.827628
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Cardiovascular diseases,Number,2017,2306.309894,2982.924514,1666.131198
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Cardiovascular diseases,Number,2017,4666.180451,6090.872535,3353.66685
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Cardiovascular diseases,Rate,2017,573.0160811,757.0323688,406.9190055
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Cardiovascular diseases,Rate,2017,532.2980842,688.4612548,384.5443524
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Cardiovascular diseases,Rate,2017,552.1405618,720.7217592,396.8332382
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Cardiovascular diseases,Rate,2017,295.482144,392.4166812,209.6880528
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Cardiovascular diseases,Rate,2017,237.6705958,306.0160963,172.0834302
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Cardiovascular diseases,Rate,2017,264.5174321,345.0967821,191.0704203
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Transport injuries,Number,2017,467.564316,625.720934,330.2879831
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Transport injuries,Number,2017,286.6950551,383.1144832,203.8661439
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Transport injuries,Number,2017,754.259371,1005.073292,533.6795055
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Transport injuries,Rate,2017,113.5324441,151.9355188,80.1994521
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Transport injuries,Rate,2017,66.16943757,88.42311519,47.05246164
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Transport injuries,Rate,2017,89.25012593,118.9284765,63.14931562
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Transport injuries,Rate,2017,84.31229327,112.9014635,59.30861571
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Transport injuries,Rate,2017,46.50685913,61.68740385,32.97341106
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Transport injuries,Rate,2017,64.83984592,86.72994101,45.80537368
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Unintentional injuries,Number,2017,3992.544131,5694.715966,2735.149895
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Unintentional injuries,Number,2017,4258.219014,5975.812266,2928.562723
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Unintentional injuries,Number,2017,8250.763145,11602.78196,5696.559725
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Unintentional injuries,Rate,2017,969.4565597,1382.77238,664.1401875
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Unintentional injuries,Rate,2017,982.8001991,1379.222033,675.914512
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Unintentional injuries,Rate,2017,976.2976478,1372.935878,674.0634486
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Unintentional injuries,Rate,2017,738.8098373,1064.839672,502.1274974
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Unintentional injuries,Rate,2017,629.8695156,893.2202377,433.5136404
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Unintentional injuries,Rate,2017,685.7378753,975.6896526,468.2011932
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Substance use disorders,Number,2017,3493.770154,4748.789921,2472.640554
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Substance use disorders,Number,2017,1442.036177,1892.577556,1023.689314
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Substance use disorders,Number,2017,4935.806331,6636.818618,3525.966991
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Substance use disorders,Rate,2017,848.3458874,1153.085699,600.3985243
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Substance use disorders,Rate,2017,332.8230505,436.8083448,236.2682751
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Substance use disorders,Rate,2017,584.0448969,785.3225565,417.2211974
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Substance use disorders,Rate,2017,893.5889874,1210.488059,624.4041769
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Substance use disorders,Rate,2017,364.7126274,482.1385155,256.2541928
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Substance use disorders,Rate,2017,626.2913545,839.5563879,438.1227509
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Diabetes and kidney diseases,Number,2017,4450.444895,6008.133524,3062.879259
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Diabetes and kidney diseases,Number,2017,3720.764394,5033.736372,2590.43912
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Diabetes and kidney diseases,Number,2017,8171.209289,11048.21846,5719.114706
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Diabetes and kidney diseases,Rate,2017,1080.642532,1458.87541,743.7183641
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Diabetes and kidney diseases,Rate,2017,858.7552626,1161.790197,597.8753263
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Diabetes and kidney diseases,Rate,2017,966.8841861,1307.315397,676.7323381
YLDs (Years Lived with Disability),West Sussex,Male,Age-standardized,Diabetes and kidney diseases,Rate,2017,668.1920044,900.4749916,459.7733098
YLDs (Years Lived with Disability),West Sussex,Female,Age-standardized,Diabetes and kidney diseases,Rate,2017,495.7621908,671.6361844,340.5070635
YLDs (Years Lived with Disability),West Sussex,Both,Age-standardized,Diabetes and kidney diseases,Rate,2017,577.1340222,780.3342302,398.9705444
YLDs (Years Lived with Disability),South East England,Male,All ages,All causes,Number,2017,574921.6873,740037.4471,429215.5173
YLDs (Years Lived with Disability),South East England,Female,All ages,All causes,Number,2017,711510.6807,920460.2163,528318.4889
YLDs (Years Lived with Disability),South East England,Both,All ages,All causes,Number,2017,1286432.368,1661688.042,955451.5651
YLDs (Years Lived with Disability),South East England,Male,All ages,All causes,Rate,2017,12819.09864,16500.70478,9570.270485
YLDs (Years Lived with Disability),South East England,Female,All ages,All causes,Rate,2017,15466.30216,20008.29534,11484.20341
YLDs (Years Lived with Disability),South East England,Both,All ages,All causes,Rate,2017,14159.52852,18289.89989,10516.48265
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,All causes,Rate,2017,10461.40948,13448.36656,7757.427936
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,All causes,Rate,2017,12396.15552,16197.27704,9139.452977
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,All causes,Rate,2017,11430.6315,14782.9104,8453.859558
YLDs (Years Lived with Disability),South East England,Male,All ages,Neoplasms,Number,2017,12965.39798,17424.15163,9251.32542
YLDs (Years Lived with Disability),South East England,Female,All ages,Neoplasms,Number,2017,13012.53623,17299.14901,9376.096019
YLDs (Years Lived with Disability),South East England,Both,All ages,Neoplasms,Number,2017,25977.93421,34078.3929,19181.71452
YLDs (Years Lived with Disability),South East England,Male,All ages,Neoplasms,Rate,2017,289.0910524,388.5084238,206.2779258
YLDs (Years Lived with Disability),South East England,Female,All ages,Neoplasms,Rate,2017,282.8570571,376.036331,203.8107622
YLDs (Years Lived with Disability),South East England,Both,All ages,Neoplasms,Rate,2017,285.9344256,375.09471,211.1296641
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Neoplasms,Rate,2017,170.4421694,228.7005984,121.8909206
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Neoplasms,Rate,2017,161.6936132,217.9598722,114.7490522
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Neoplasms,Rate,2017,164.5575769,217.2471553,120.1019755
YLDs (Years Lived with Disability),South East England,Male,All ages,Neurological disorders,Number,2017,35938.47598,62526.95788,17701.31219
YLDs (Years Lived with Disability),South East England,Female,All ages,Neurological disorders,Number,2017,64961.63122,117608.616,30910.07506
YLDs (Years Lived with Disability),South East England,Both,All ages,Neurological disorders,Number,2017,100900.1072,180698.6802,48383.12138
YLDs (Years Lived with Disability),South East England,Male,All ages,Neurological disorders,Rate,2017,801.324561,1394.171169,394.6883063
YLDs (Years Lived with Disability),South East England,Female,All ages,Neurological disorders,Rate,2017,1412.088736,2556.490635,671.9007511
YLDs (Years Lived with Disability),South East England,Both,All ages,Neurological disorders,Rate,2017,1110.58924,1988.917706,532.5442704
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Neurological disorders,Rate,2017,690.9772286,1269.555541,304.0432955
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Neurological disorders,Rate,2017,1196.682229,2316.117649,450.2095862
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Neurological disorders,Rate,2017,945.7314996,1797.066108,385.1304654
YLDs (Years Lived with Disability),England,Male,All ages,Neglected tropical diseases and malaria,Number,2017,718.345607,1426.312003,337.3945343
YLDs (Years Lived with Disability),England,Female,All ages,Neglected tropical diseases and malaria,Number,2017,1727.679277,2675.371549,1051.454635
YLDs (Years Lived with Disability),England,Both,All ages,Neglected tropical diseases and malaria,Number,2017,2446.024884,3791.785938,1497.113095
YLDs (Years Lived with Disability),England,Male,All ages,Neglected tropical diseases and malaria,Rate,2017,2.594949095,5.152404366,1.218802806
YLDs (Years Lived with Disability),England,Female,All ages,Neglected tropical diseases and malaria,Rate,2017,6.114935395,9.469190488,3.721510843
YLDs (Years Lived with Disability),England,Both,All ages,Neglected tropical diseases and malaria,Rate,2017,4.372907828,6.77880692,2.676480365
YLDs (Years Lived with Disability),England,Male,Age-standardized,Neglected tropical diseases and malaria,Rate,2017,3.451970756,7.301988539,1.504749685
YLDs (Years Lived with Disability),England,Female,Age-standardized,Neglected tropical diseases and malaria,Rate,2017,8.106274875,12.83433333,4.772657987
YLDs (Years Lived with Disability),England,Both,Age-standardized,Neglected tropical diseases and malaria,Rate,2017,5.744723496,8.981077538,3.440749704
YLDs (Years Lived with Disability),South East England,Male,All ages,Skin and subcutaneous diseases,Number,2017,27975.89541,40509.51788,18967.93075
YLDs (Years Lived with Disability),South East England,Female,All ages,Skin and subcutaneous diseases,Number,2017,32361.29515,47483.29303,21366.08893
YLDs (Years Lived with Disability),South East England,Both,All ages,Skin and subcutaneous diseases,Number,2017,60337.19056,88015.74641,40420.22855
YLDs (Years Lived with Disability),South East England,Male,All ages,Skin and subcutaneous diseases,Rate,2017,623.7819355,903.245637,422.9302541
YLDs (Years Lived with Disability),South East England,Female,All ages,Skin and subcutaneous diseases,Rate,2017,703.446319,1032.157321,464.4405156
YLDs (Years Lived with Disability),South East England,Both,All ages,Skin and subcutaneous diseases,Rate,2017,664.120549,968.7734095,444.8981486
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Skin and subcutaneous diseases,Rate,2017,622.4371277,898.0989507,417.7307501
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Skin and subcutaneous diseases,Rate,2017,750.7006212,1096.263904,491.0026813
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Skin and subcutaneous diseases,Rate,2017,684.896992,993.6240911,454.1185953
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Neglected tropical diseases and malaria,Number,2015,11.26272886,27.9154253,3.350616084
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Neglected tropical diseases and malaria,Number,2015,23.31309566,42.73722664,11.12508522
YLDs (Years Lived with Disability),West Sussex,Both,All ages,Neglected tropical diseases and malaria,Number,2015,34.57582452,62.38849288,17.74041263
YLDs (Years Lived with Disability),West Sussex,Male,All ages,Neglected tropical diseases and malaria,Rate,2015,2.766462777,6.856862663,0.823011438
YLDs (Years Lived with Disability),West Sussex,Female,All ages,Neglected tropical diseases and malaria,Rate,2015,5.428341552,9.951156491,2.590422277
